transaction_id,transaction_date,amount,account_id,category,currency,is_reversal
TXN100136,2024-01-06 16:00:00,51927.18,ACC6413,debit,INR,False
TXN100137,2024-01-06 17:00:00,70331.59,ACC4647,credit,INR,False
TXN100138,2024-01-06 18:00:00,36426.6,ACC5708,debit,INR,False
TXN100139,2024-01-06 19:00:00,97181.03,ACC9885,debit,INR,True
TXN100140,2024-01-06 20:00:00,96248.48,ACC6422,debit,INR,False
TXN100141,2024-01-06 21:00:00,25253.05,ACC3091,credit,INR,False
TXN100142,2024-01-06 22:00:00,49775.13,ACC6882,credit,INR,False
TXN100143,2024-01-06 23:00:00,30157.74,ACC9035,credit,INR,False
TXN100144,2024-01-07 00:00:00,28555.57,ACC4022,credit,INR,False
TXN100145,2024-01-07 01:00:00,3785.01,ACC9382,debit,INR,False
TXN100146,2024-01-07 02:00:00,60995.48,ACC2507,credit,INR,False
TXN100147,2024-01-07 03:00:00,50317.63,ACC4063,credit,INR,False
TXN100148,2024-01-07 04:00:00,5242.73,ACC9263,debit,INR,False
TXN100149,2024-01-07 05:00:00,27936.78,ACC4071,debit,INR,True
TXN100150,2024-01-07 06:00:00,90835.76,ACC8947,debit,INR,False
TXN100151,2024-01-07 07:00:00,24032.23,ACC1027,debit,INR,False
TXN100152,2024-01-07 08:00:00,14575.0,ACC2485,debit,INR,False
TXN100153,2024-01-07 09:00:00,48996.33,ACC2548,debit,INR,False
TXN100154,2024-01-07 10:00:00,98566.48,ACC5917,debit,INR,True
TXN100155,2024-01-07 11:00:00,24281.32,ACC2908,credit,INR,False
TXN100156,2024-01-07 12:00:00,67246.34,ACC4413,credit,INR,False
TXN100157,2024-01-07 13:00:00,76185.8,ACC5595,debit,INR,False
TXN100158,2024-01-07 14:00:00,23839.99,ACC7238,debit,INR,False
TXN100159,2024-01-07 15:00:00,72848.81,ACC2125,credit,INR,False
TXN100160,2024-01-07 16:00:00,36841.53,ACC8434,debit,INR,False
TXN100161,2024-01-07 17:00:00,63267.35,ACC7955,debit,INR,False
TXN100162,2024-01-07 18:00:00,63389.62,ACC6510,debit,INR,False
TXN100163,2024-01-07 19:00:00,53623.89,ACC3977,debit,INR,False
TXN100164,2024-01-07 20:00:00,9119.95,ACC4163,debit,INR,True
TXN100165,2024-01-07 21:00:00,83546.72,ACC9076,credit,INR,False
TXN100166,2024-01-07 22:00:00,32145.93,ACC5215,debit,INR,False
TXN100167,2024-01-07 23:00:00,18733.2,ACC9172,debit,INR,False
TXN100168,2024-01-08 00:00:00,4173.44,ACC7583,debit,INR,False
TXN100169,2024-01-08 01:00:00,59130.21,ACC8590,credit,INR,False
TXN100170,2024-01-08 02:00:00,67788.68,ACC9861,credit,INR,True
TXN100171,2024-01-08 03:00:00,1757.12,ACC4414,debit,INR,False
TXN100172,2024-01-08 04:00:00,51258.1,ACC8664,debit,INR,False
TXN100173,2024-01-08 05:00:00,22726.93,ACC6755,debit,INR,False
TXN100174,2024-01-08 06:00:00,64552.76,ACC9756,debit,INR,False
TXN100175,2024-01-08 07:00:00,17519.21,ACC4407,credit,INR,False
TXN100176,2024-01-08 08:00:00,69124.68,ACC9303,credit,INR,False
TXN100177,2024-01-08 09:00:00,38734.86,ACC2185,debit,INR,False
TXN100178,2024-01-08 10:00:00,93679.33,ACC8381,debit,INR,True
TXN100179,2024-01-08 11:00:00,13838.34,ACC1755,credit,INR,False
TXN100180,2024-01-08 12:00:00,34172.53,ACC5993,credit,INR,False
TXN100181,2024-01-08 13:00:00,11436.0,ACC3015,debit,INR,True
TXN100182,2024-01-08 14:00:00,92476.89,ACC8926,debit,INR,False
TXN100183,2024-01-08 15:00:00,87746.2,ACC4291,debit,INR,False
TXN100184,2024-01-08 16:00:00,25868.37,ACC4517,credit,INR,False
TXN100185,2024-01-08 17:00:00,66032.41,ACC9112,credit,INR,False
TXN100186,2024-01-08 18:00:00,81740.5,ACC3186,credit,INR,False
TXN100187,2024-01-08 19:00:00,55564.56,ACC8769,credit,INR,False
TXN100188,2024-01-08 20:00:00,53012.09,ACC1078,debit,INR,True
TXN100189,2024-01-08 21:00:00,24261.04,ACC7403,credit,INR,False
TXN100190,2024-01-08 22:00:00,9400.97,ACC3792,credit,INR,False
TXN100191,2024-01-08 23:00:00,89731.85,ACC5348,credit,INR,False
TXN100192,2024-01-09 00:00:00,90051.76,ACC5454,debit,INR,False
TXN100193,2024-01-09 01:00:00,63346.84,ACC2484,credit,INR,False
TXN100194,2024-01-09 02:00:00,33969.08,ACC1525,credit,INR,False
TXN100195,2024-01-09 03:00:00,34986.04,ACC5762,credit,INR,False
TXN100196,2024-01-09 04:00:00,72622.97,ACC3170,debit,INR,False
TXN100197,2024-01-09 05:00:00,89721.31,ACC9159,credit,INR,False
TXN100198,2024-01-09 06:00:00,88719.93,ACC9746,debit,INR,False
TXN100199,2024-01-09 07:00:00,78009.57,ACC5215,debit,INR,False
TXN100200,2024-01-09 08:00:00,64238.96,ACC1932,credit,INR,False
TXN100201,2024-01-09 09:00:00,8505.58,ACC5215,debit,INR,False
TXN100202,2024-01-09 10:00:00,16246.71,ACC2829,credit,INR,False
TXN100203,2024-01-09 11:00:00,89865.56,ACC3486,debit,INR,False
TXN100204,2024-01-09 12:00:00,60682.26,ACC1064,debit,INR,False
TXN100205,2024-01-09 13:00:00,1018.79,ACC8704,credit,INR,False
TXN100206,2024-01-09 14:00:00,10237.01,ACC6644,credit,INR,False
TXN100207,2024-01-09 15:00:00,66383.83,ACC3433,debit,INR,True
TXN100208,2024-01-09 16:00:00,605.65,ACC3853,debit,INR,False
TXN100209,2024-01-09 17:00:00,16164.72,ACC2659,debit,INR,False
TXN100210,2024-01-09 18:00:00,54918.51,ACC8836,debit,INR,False
TXN100211,2024-01-09 19:00:00,69220.33,ACC8195,credit,INR,False
TXN100212,2024-01-09 20:00:00,65230.93,ACC7370,debit,INR,False
TXN100213,2024-01-09 21:00:00,22504.5,ACC5762,debit,INR,False
TXN100214,2024-01-09 22:00:00,71246.7,ACC4195,credit,INR,False
TXN100215,2024-01-09 23:00:00,23801.18,ACC3798,debit,INR,False
TXN100216,2024-01-10 00:00:00,32607.43,ACC8479,credit,INR,True
TXN100217,2024-01-10 01:00:00,74674.49,ACC9784,credit,INR,False
TXN100218,2024-01-10 02:00:00,64998.33,ACC3646,credit,INR,False
TXN100219,2024-01-10 03:00:00,84937.42,ACC4584,debit,INR,False
TXN100220,2024-01-10 04:00:00,65795.53,ACC9391,credit,INR,False
TXN100221,2024-01-10 05:00:00,56874.03,ACC6341,credit,INR,False
TXN100222,2024-01-10 06:00:00,9458.11,ACC1452,credit,INR,False
TXN100223,2024-01-10 07:00:00,36834.81,ACC8899,debit,INR,False
TXN100224,2024-01-10 08:00:00,26593.72,ACC3788,debit,INR,False
TXN100225,2024-01-10 09:00:00,24474.57,ACC4075,debit,INR,False
TXN100226,2024-01-10 10:00:00,97303.75,ACC7083,debit,INR,False
TXN100227,2024-01-10 11:00:00,39370.46,ACC5014,credit,INR,False
TXN100228,2024-01-10 12:00:00,89215.45,ACC8453,credit,INR,False
TXN100229,2024-01-10 13:00:00,63150.75,ACC7851,credit,INR,False
TXN100230,2024-01-10 14:00:00,79501.65,ACC3685,debit,INR,False
TXN100231,2024-01-10 15:00:00,50313.45,ACC4042,credit,INR,False
TXN100232,2024-01-10 16:00:00,57732.7,ACC2872,debit,INR,False
TXN100233,2024-01-10 17:00:00,49302.52,ACC2216,debit,INR,False
TXN100234,2024-01-10 18:00:00,19604.77,ACC1885,debit,INR,False
TXN100235,2024-01-10 19:00:00,72272.97,ACC9803,credit,INR,False
TXN100236,2024-01-10 20:00:00,28149.16,ACC7322,credit,INR,False
TXN100237,2024-01-10 21:00:00,2529.17,ACC4490,debit,INR,False
TXN100238,2024-01-10 22:00:00,64582.68,ACC5968,credit,INR,False
TXN100239,2024-01-10 23:00:00,17793.36,ACC1014,debit,INR,False
TXN100240,2024-01-11 00:00:00,94051.81,ACC8913,credit,INR,False
TXN100241,2024-01-11 01:00:00,95397.46,ACC3978,debit,INR,False
TXN100242,2024-01-11 02:00:00,91494.95,ACC8511,debit,INR,True
TXN100243,2024-01-11 03:00:00,37078.85,ACC9537,debit,INR,False
TXN100244,2024-01-11 04:00:00,1644.12,ACC4534,credit,INR,False
TXN100245,2024-01-11 05:00:00,92839.02,ACC8222,credit,INR,False
TXN100246,2024-01-11 06:00:00,42875.6,ACC2757,credit,INR,False
TXN100247,2024-01-11 07:00:00,96668.82,ACC6196,credit,INR,False
TXN100248,2024-01-11 08:00:00,96365.64,ACC4991,credit,INR,False
TXN100249,2024-01-11 09:00:00,85315.64,ACC6278,debit,INR,False
TXN100250,2024-01-11 10:00:00,29515.44,ACC8340,credit,INR,False
TXN100251,2024-01-11 11:00:00,38571.26,ACC5929,debit,INR,True
TXN100252,2024-01-11 12:00:00,85128.55,ACC3525,credit,INR,False
TXN100253,2024-01-11 13:00:00,31760.51,ACC5491,credit,INR,False
TXN100254,2024-01-11 14:00:00,17032.33,ACC2484,credit,INR,False
TXN100255,2024-01-11 15:00:00,55724.45,ACC4063,debit,INR,False
TXN100256,2024-01-11 16:00:00,93621.86,ACC7238,credit,INR,False
TXN100257,2024-01-11 17:00:00,69633.38,ACC7083,debit,INR,False
TXN100258,2024-01-11 18:00:00,57049.11,ACC9759,credit,INR,False
TXN100259,2024-01-11 19:00:00,9807.93,ACC8904,debit,INR,False
TXN100260,2024-01-11 20:00:00,61539.22,ACC4606,debit,INR,False
TXN100261,2024-01-11 21:00:00,99006.38,ACC1452,debit,INR,True
TXN100262,2024-01-11 22:00:00,14094.39,ACC1104,debit,INR,False
TXN100263,2024-01-11 23:00:00,51881.13,ACC2908,credit,INR,False
TXN100264,2024-01-12 00:00:00,87749.57,ACC1755,credit,INR,False
TXN100265,2024-01-12 01:00:00,74102.78,ACC7110,debit,INR,False
TXN100266,2024-01-12 02:00:00,69731.87,ACC6025,credit,INR,False
TXN100267,2024-01-12 03:00:00,70278.16,ACC6698,debit,INR,False
TXN100268,2024-01-12 04:00:00,36013.17,ACC2309,credit,INR,False
TXN100269,2024-01-12 05:00:00,29429.83,ACC9159,credit,INR,False
TXN100270,2024-01-12 06:00:00,80955.18,ACC6265,credit,INR,False
TXN100271,2024-01-12 07:00:00,81030.33,ACC4052,debit,INR,False
TXN100272,2024-01-12 08:00:00,86720.52,ACC5215,credit,INR,False
TXN100273,2024-01-12 09:00:00,91332.73,ACC4239,debit,INR,False
TXN100274,2024-01-12 10:00:00,51183.11,ACC7081,credit,INR,False
TXN100275,2024-01-12 11:00:00,50201.48,ACC2617,debit,INR,False
TXN100276,2024-01-12 12:00:00,79849.69,ACC8244,credit,INR,False
TXN100277,2024-01-12 13:00:00,65031.4,ACC7533,debit,INR,False
TXN100278,2024-01-12 14:00:00,70226.49,ACC3853,debit,INR,False
TXN100279,2024-01-12 15:00:00,79599.69,ACC4195,debit,INR,False
TXN100280,2024-01-12 16:00:00,89011.53,ACC9391,credit,INR,False
TXN100281,2024-01-12 17:00:00,33865.72,ACC6069,debit,INR,False
TXN100282,2024-01-12 18:00:00,37620.74,ACC5454,credit,INR,False
TXN100283,2024-01-12 19:00:00,9488.8,ACC2520,debit,INR,False
TXN100284,2024-01-12 20:00:00,57870.19,ACC4827,debit,INR,False
TXN100285,2024-01-12 21:00:00,3690.63,ACC1306,debit,INR,False
TXN100286,2024-01-12 22:00:00,46613.24,ACC6419,credit,INR,False
TXN100287,2024-01-12 23:00:00,54310.2,ACC7374,credit,INR,False
TXN100288,2024-01-13 00:00:00,28725.47,ACC9861,credit,INR,False
TXN100289,2024-01-13 01:00:00,59124.24,ACC3606,credit,INR,False
TXN100290,2024-01-13 02:00:00,3146.97,ACC5100,credit,INR,False
TXN100291,2024-01-13 03:00:00,3831.08,ACC5278,credit,INR,False
TXN100292,2024-01-13 04:00:00,82277.8,ACC2910,credit,INR,False
TXN100293,2024-01-13 05:00:00,36083.05,ACC5431,debit,INR,False
TXN100294,2024-01-13 06:00:00,12793.35,ACC5215,debit,INR,False
TXN100295,2024-01-13 07:00:00,52272.1,ACC3925,credit,INR,False
TXN100296,2024-01-13 08:00:00,77022.36,ACC7829,credit,INR,False
TXN100297,2024-01-13 09:00:00,21660.52,ACC1721,credit,INR,False
TXN100298,2024-01-13 10:00:00,62326.76,ACC9050,credit,INR,False
TXN100299,2024-01-13 11:00:00,8626.21,ACC7980,credit,INR,False
TXN100300,2024-01-13 12:00:00,5263.0,ACC7088,debit,INR,False
TXN100301,2024-01-13 13:00:00,53182.33,ACC4506,credit,INR,False
TXN100302,2024-01-13 14:00:00,54109.45,ACC3800,credit,INR,False
TXN100303,2024-01-13 15:00:00,63779.25,ACC6698,credit,INR,False
TXN100304,2024-01-13 16:00:00,72636.52,ACC8664,debit,INR,False
TXN100305,2024-01-13 17:00:00,97587.62,ACC2059,debit,INR,False
TXN100306,2024-01-13 18:00:00,51678.4,ACC4515,debit,INR,False
TXN100307,2024-01-13 19:00:00,32363.35,ACC9653,debit,INR,False
TXN100308,2024-01-13 20:00:00,79539.1,ACC5491,credit,INR,False
TXN100309,2024-01-13 21:00:00,27156.14,ACC4856,debit,INR,False
TXN100310,2024-01-13 22:00:00,43953.24,ACC2877,debit,INR,False
TXN100311,2024-01-13 23:00:00,7937.79,ACC9660,debit,INR,False
TXN100312,2024-01-14 00:00:00,2632.54,ACC8248,debit,INR,False
TXN100313,2024-01-14 01:00:00,96268.58,ACC8635,debit,INR,False
TXN100314,2024-01-14 02:00:00,83614.41,ACC4021,credit,INR,False
TXN100315,2024-01-14 03:00:00,69627.82,ACC6639,debit,INR,False
TXN100316,2024-01-14 04:00:00,40954.4,ACC6620,debit,INR,False
TXN100317,2024-01-14 05:00:00,17412.1,ACC2385,debit,INR,True
TXN100318,2024-01-14 06:00:00,15728.06,ACC7408,credit,INR,False
TXN100319,2024-01-14 07:00:00,25099.27,ACC2301,credit,INR,False
TXN100320,2024-01-14 08:00:00,54967.74,ACC7176,credit,INR,False
TXN100321,2024-01-14 09:00:00,71488.13,ACC4606,credit,INR,True
TXN100322,2024-01-14 10:00:00,66053.72,ACC6465,credit,INR,False
TXN100323,2024-01-14 11:00:00,28065.4,ACC2844,credit,INR,False
TXN100324,2024-01-14 12:00:00,95491.04,ACC7942,credit,INR,True
TXN100325,2024-01-14 13:00:00,73815.9,ACC6674,credit,INR,False
TXN100326,2024-01-14 14:00:00,55479.97,ACC3646,debit,INR,True
TXN100327,2024-01-14 15:00:00,61210.9,ACC8957,debit,INR,False
TXN100328,2024-01-14 16:00:00,42018.05,ACC5100,credit,INR,False
TXN100329,2024-01-14 17:00:00,24848.33,ACC9619,debit,INR,False
TXN100330,2024-01-14 18:00:00,35661.67,ACC7533,credit,INR,False
TXN100331,2024-01-14 19:00:00,75808.83,ACC3925,debit,INR,False
TXN100332,2024-01-14 20:00:00,1537.91,ACC9585,debit,INR,True
TXN100333,2024-01-14 21:00:00,11695.66,ACC7182,credit,INR,False
TXN100334,2024-01-14 22:00:00,4695.66,ACC7110,debit,INR,False
TXN100335,2024-01-14 23:00:00,4168.81,ACC8704,credit,INR,False
TXN100336,2024-01-15 00:00:00,85560.51,ACC2908,credit,INR,False
TXN100337,2024-01-15 01:00:00,70395.42,ACC9112,debit,INR,False
TXN100338,2024-01-15 02:00:00,47469.97,ACC1292,credit,INR,False
TXN100339,2024-01-15 03:00:00,9873.63,ACC7627,debit,INR,False
TXN100340,2024-01-15 04:00:00,49212.43,ACC8381,debit,INR,False
TXN100341,2024-01-15 05:00:00,47399.83,ACC6302,credit,INR,False
TXN100342,2024-01-15 06:00:00,17402.87,ACC4833,credit,INR,False
TXN100343,2024-01-15 07:00:00,43441.78,ACC9955,credit,INR,False
TXN100344,2024-01-15 08:00:00,39910.62,ACC6922,credit,INR,True
TXN100345,2024-01-15 09:00:00,61623.42,ACC1306,credit,INR,False
TXN100346,2024-01-15 10:00:00,63545.86,ACC9391,debit,INR,False
TXN100347,2024-01-15 11:00:00,4625.87,ACC2424,credit,INR,False
TXN100348,2024-01-15 12:00:00,37523.8,ACC9014,debit,INR,False
TXN100349,2024-01-15 13:00:00,62623.41,ACC8336,credit,INR,False
TXN100350,2024-01-15 14:00:00,50363.31,ACC1863,debit,INR,False
TXN100351,2024-01-15 15:00:00,85663.34,ACC3094,debit,INR,False
TXN100352,2024-01-15 16:00:00,65903.49,ACC4063,debit,INR,False
TXN100353,2024-01-15 17:00:00,16377.15,ACC7079,debit,INR,False
TXN100354,2024-01-15 18:00:00,7149.82,ACC1879,debit,INR,True
TXN100355,2024-01-15 19:00:00,64277.69,ACC3800,credit,INR,False
TXN100356,2024-01-15 20:00:00,2748.48,ACC7176,debit,INR,False
TXN100357,2024-01-15 21:00:00,58618.98,ACC8988,credit,INR,False
TXN100358,2024-01-15 22:00:00,94029.0,ACC6644,debit,INR,False
TXN100359,2024-01-15 23:00:00,57589.87,ACC9746,credit,INR,False
TXN100360,2024-01-16 00:00:00,38878.18,ACC9683,debit,INR,False
TXN100361,2024-01-16 01:00:00,64364.49,ACC2003,debit,INR,False
TXN100362,2024-01-16 02:00:00,45879.46,ACC9653,credit,INR,False
TXN100363,2024-01-16 03:00:00,54607.12,ACC1078,credit,INR,False
TXN100364,2024-01-16 04:00:00,94152.33,ACC2022,debit,INR,False
TXN100365,2024-01-16 05:00:00,38671.65,ACC3318,debit,INR,False
