transaction_id,amount,account_id,transaction_date,category,currency,is_reversal,fraud_score,fraud_reason,is_fraud
TXN100037,9857.44,ACC1613,2024-01-02 13:00:00,debit,INR,False,0.0,,0
TXN100038,68454.88,ACC1908,2024-01-02 14:00:00,credit,INR,False,0.0,,0
TXN100039,44071.23,ACC7690,2024-01-02 15:00:00,debit,INR,False,0.0,,0
TXN100040,12291.62,ACC8635,2024-01-02 16:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100041,49568.17,ACC6327,2024-01-02 17:00:00,debit,INR,False,0.0,,0
TXN100042,3535.41,ACC1296,2024-01-02 18:00:00,credit,INR,False,0.0,,0
TXN100043,90941.11,ACC9046,2024-01-02 19:00:00,debit,INR,False,0.6,"high_amount,",0
TXN100044,25952.12,ACC5382,2024-01-02 20:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100045,66285.98,ACC2484,2024-01-02 21:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100046,31239.94,ACC3525,2024-01-02 22:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100047,52054.8,ACC8055,2024-01-02 23:00:00,debit,INR,False,0.0,,0
TXN100048,54716.36,ACC9559,2024-01-03 00:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100049,18566.96,ACC4770,2024-01-03 01:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100050,96961.5,ACC9759,2024-01-03 02:00:00,debit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100051,77535.77,ACC5231,2024-01-03 03:00:00,credit,INR,False,0.0,,0
TXN100052,93955.94,ACC7858,2024-01-03 04:00:00,debit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100053,89493.25,ACC5723,2024-01-03 05:00:00,credit,INR,False,0.0,,0
TXN100054,59830.21,ACC7611,2024-01-03 06:00:00,debit,INR,False,0.0,,0
TXN100055,92195.24,ACC1932,2024-01-03 07:00:00,debit,INR,False,0.6,"high_amount,",0
TXN100056,8940.4,ACC1296,2024-01-03 08:00:00,credit,INR,False,0.0,,0
TXN100057,19678.69,ACC6620,2024-01-03 09:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100058,4618.21,ACC7079,2024-01-03 10:00:00,debit,INR,False,0.0,,0
TXN100059,32600.5,ACC3525,2024-01-03 11:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100060,38928.86,ACC6133,2024-01-03 12:00:00,credit,INR,False,0.0,,0
TXN100061,27207.77,ACC8962,2024-01-03 13:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100062,82890.88,ACC2185,2024-01-03 14:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100063,35739.66,ACC8892,2024-01-03 15:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100064,28165.36,ACC9619,2024-01-03 16:00:00,debit,INR,False,0.0,,0
TXN100065,54315.34,ACC4195,2024-01-03 17:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100066,14178.33,ACC1559,2024-01-03 18:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100067,80239.48,ACC9275,2024-01-03 19:00:00,debit,INR,False,0.0,,0
TXN100068,7547.61,ACC8066,2024-01-03 20:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100069,98690.0,ACC6088,2024-01-03 21:00:00,credit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100070,77247.25,ACC5050,2024-01-03 22:00:00,credit,INR,False,0.0,,0
TXN100071,19951.7,ACC8408,2024-01-03 23:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100072,651.66,ACC4413,2024-01-04 00:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100073,81564.6,ACC1405,2024-01-04 01:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100074,70715.05,ACC4925,2024-01-04 02:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100075,72927.82,ACC4827,2024-01-04 03:00:00,debit,INR,False,0.0,,0
TXN100076,77149.91,ACC8331,2024-01-04 04:00:00,debit,INR,False,0.0,,0
TXN100077,7497.06,ACC4022,2024-01-04 05:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100078,35910.73,ACC1005,2024-01-04 06:00:00,debit,INR,False,0.0,,0
TXN100079,11675.32,ACC7457,2024-01-04 07:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100080,86324.03,ACC9080,2024-01-04 08:00:00,credit,INR,False,0.0,,0
TXN100081,62367.48,ACC8621,2024-01-04 09:00:00,debit,INR,False,0.0,,0
TXN100082,33156.71,ACC4506,2024-01-04 10:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100083,6449.48,ACC7211,2024-01-04 11:00:00,credit,INR,False,0.0,,0
TXN100084,31167.13,ACC2494,2024-01-04 12:00:00,debit,INR,False,0.0,,0
TXN100085,32585.81,ACC2368,2024-01-04 13:00:00,credit,INR,False,0.0,,0
TXN100086,72987.66,ACC1275,2024-01-04 14:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100087,63791.99,ACC8511,2024-01-04 15:00:00,debit,INR,False,0.0,,0
TXN100088,88732.55,ACC6639,2024-01-04 16:00:00,debit,INR,False,0.0,,0
TXN100089,47274.27,ACC5278,2024-01-04 17:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100090,12047.47,ACC7911,2024-01-04 18:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100091,71353.15,ACC9861,2024-01-04 19:00:00,debit,INR,False,0.0,,0
TXN100092,76102.43,ACC8493,2024-01-04 20:00:00,credit,INR,False,0.0,,0
TXN100093,56171.59,ACC3453,2024-01-04 21:00:00,debit,INR,False,0.0,,0
TXN100094,77119.62,ACC6171,2024-01-04 22:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100095,49430.18,ACC5278,2024-01-04 23:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100096,52321.01,ACC9159,2024-01-05 00:00:00,debit,INR,False,0.0,,0
TXN100097,42811.35,ACC6622,2024-01-05 01:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100098,2639.37,ACC8892,2024-01-05 02:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100099,10878.35,ACC9660,2024-01-05 03:00:00,debit,INR,False,0.0,,0
TXN100100,3239.78,ACC7374,2024-01-05 04:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100101,63677.4,ACC1071,2024-01-05 05:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100102,31504.16,ACC8635,2024-01-05 06:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100103,50906.21,ACC1151,2024-01-05 07:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100104,90765.89,ACC8723,2024-01-05 08:00:00,credit,INR,False,0.6,"high_amount,",0
TXN100105,25004.29,ACC3788,2024-01-05 09:00:00,credit,INR,False,0.0,,0
TXN100106,41097.25,ACC7083,2024-01-05 10:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100107,75579.56,ACC4970,2024-01-05 11:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100108,22956.94,ACC1559,2024-01-05 12:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100109,7790.29,ACC7291,2024-01-05 13:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100110,29046.17,ACC3800,2024-01-05 14:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100111,16206.01,ACC3841,2024-01-05 15:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100112,92976.8,ACC1440,2024-01-05 16:00:00,debit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100113,80831.23,ACC1362,2024-01-05 17:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100114,63377.04,ACC3015,2024-01-05 18:00:00,credit,INR,False,0.0,,0
TXN100115,87158.91,ACC9537,2024-01-05 19:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100116,80386.84,ACC4856,2024-01-05 20:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100117,18738.35,ACC2548,2024-01-05 21:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100118,89266.64,ACC8392,2024-01-05 22:00:00,credit,INR,False,0.0,,0
TXN100119,53980.29,ACC2059,2024-01-05 23:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100120,80763.27,ACC7752,2024-01-06 00:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100121,89619.52,ACC6347,2024-01-06 01:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100122,31868.55,ACC2992,2024-01-06 02:00:00,credit,INR,False,0.0,,0
TXN100123,11094.19,ACC3841,2024-01-06 03:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100124,22870.72,ACC5682,2024-01-06 04:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100125,42768.07,ACC7942,2024-01-06 05:00:00,debit,INR,False,0.0,,0
TXN100126,81819.68,ACC5369,2024-01-06 06:00:00,debit,INR,False,0.0,,0
TXN100127,86086.99,unknown,2024-01-06 07:00:00,debit,INR,False,0.0,,0
TXN100128,794.52,ACC7752,2024-01-06 08:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100129,51123.66,ACC1596,2024-01-06 09:00:00,credit,INR,False,0.0,,0
TXN100130,41799.36,ACC9537,2024-01-06 10:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100131,22288.57,ACC7935,2024-01-06 11:00:00,credit,INR,False,0.0,,0
TXN100132,12074.55,ACC9080,2024-01-06 12:00:00,credit,INR,False,0.0,,0
TXN100133,33827.76,ACC5762,2024-01-06 13:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100134,94296.68,ACC3333,2024-01-06 14:00:00,credit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100135,32387.97,ACC8750,2024-01-06 15:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100136,51927.18,ACC6413,2024-01-06 16:00:00,debit,INR,False,0.0,,0
TXN100137,70331.59,ACC4647,2024-01-06 17:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100138,36426.6,ACC5708,2024-01-06 18:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100139,97181.03,ACC9885,2024-01-06 19:00:00,debit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100140,96248.48,ACC6422,2024-01-06 20:00:00,debit,INR,False,0.6,"high_amount,",0
TXN100141,25253.05,ACC3091,2024-01-06 21:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100142,49775.13,ACC6882,2024-01-06 22:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100143,30157.74,ACC9035,2024-01-06 23:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100144,28555.57,ACC4022,2024-01-07 00:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100145,3785.01,ACC9382,2024-01-07 01:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100146,60995.48,ACC2507,2024-01-07 02:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100147,50317.63,ACC4063,2024-01-07 03:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100148,5242.73,ACC9263,2024-01-07 04:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100149,27936.78,ACC4071,2024-01-07 05:00:00,debit,INR,False,0.0,,0
TXN100150,90835.76,ACC8947,2024-01-07 06:00:00,debit,INR,False,0.6,"high_amount,",0
TXN100151,24032.23,ACC1027,2024-01-07 07:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100152,14575.0,ACC2485,2024-01-07 08:00:00,debit,INR,False,0.0,,0
TXN100153,48996.33,ACC2548,2024-01-07 09:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100154,98566.48,ACC5917,2024-01-07 10:00:00,debit,INR,False,0.6,"high_amount,",0
TXN100155,24281.32,ACC2908,2024-01-07 11:00:00,credit,INR,False,0.0,,0
TXN100156,67246.34,ACC4413,2024-01-07 12:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100157,76185.8,ACC5595,2024-01-07 13:00:00,debit,INR,False,0.0,,0
TXN100158,23839.99,ACC7238,2024-01-07 14:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100159,72848.81,ACC2125,2024-01-07 15:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100160,36841.53,ACC8434,2024-01-07 16:00:00,debit,INR,False,0.0,,0
TXN100161,63267.35,ACC7955,2024-01-07 17:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100162,63389.62,ACC6510,2024-01-07 18:00:00,debit,INR,False,0.0,,0
TXN100163,53623.89,ACC3977,2024-01-07 19:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100164,9119.95,ACC4163,2024-01-07 20:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100165,83546.72,ACC9076,2024-01-07 21:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100166,32145.93,ACC5215,2024-01-07 22:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100167,18733.2,ACC9172,2024-01-07 23:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100168,4173.44,ACC7583,2024-01-08 00:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100169,59130.21,ACC8590,2024-01-08 01:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100170,67788.68,ACC9861,2024-01-08 02:00:00,credit,INR,False,0.0,,0
TXN100171,1757.12,ACC4414,2024-01-08 03:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100172,51258.1,ACC8664,2024-01-08 04:00:00,debit,INR,False,0.0,,0
TXN100173,22726.93,ACC6755,2024-01-08 05:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100174,64552.76,ACC9756,2024-01-08 06:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100175,17519.21,ACC4407,2024-01-08 07:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100176,69124.68,ACC9303,2024-01-08 08:00:00,credit,INR,False,0.0,,0
TXN100177,38734.86,ACC2185,2024-01-08 09:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100178,93679.33,ACC8381,2024-01-08 10:00:00,debit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100179,13838.34,ACC1755,2024-01-08 11:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100180,34172.53,ACC5993,2024-01-08 12:00:00,credit,INR,False,0.0,,0
TXN100181,11436.0,ACC3015,2024-01-08 13:00:00,debit,INR,False,0.0,,0
TXN100182,92476.89,ACC8926,2024-01-08 14:00:00,debit,INR,False,0.6,"high_amount,",0
TXN100183,87746.2,ACC4291,2024-01-08 15:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100184,25868.37,ACC4517,2024-01-08 16:00:00,credit,INR,False,0.0,,0
TXN100185,66032.41,ACC9112,2024-01-08 17:00:00,credit,INR,False,0.0,,0
TXN100186,81740.5,ACC3186,2024-01-08 18:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100187,55564.56,ACC8769,2024-01-08 19:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100188,53012.09,ACC1078,2024-01-08 20:00:00,debit,INR,False,0.0,,0
TXN100189,24261.04,ACC7403,2024-01-08 21:00:00,credit,INR,False,0.0,,0
TXN100190,9400.97,ACC3792,2024-01-08 22:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100191,89731.85,ACC5348,2024-01-08 23:00:00,credit,INR,False,0.0,,0
TXN100192,90051.76,ACC5454,2024-01-09 00:00:00,debit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100193,63346.84,ACC2484,2024-01-09 01:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100194,33969.08,ACC1525,2024-01-09 02:00:00,credit,INR,False,0.0,,0
TXN100195,34986.04,ACC5762,2024-01-09 03:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100196,72622.97,ACC3170,2024-01-09 04:00:00,debit,INR,False,0.0,,0
TXN100197,89721.31,ACC9159,2024-01-09 05:00:00,credit,INR,False,0.0,,0
TXN100198,88719.93,ACC9746,2024-01-09 06:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100199,78009.57,ACC5215,2024-01-09 07:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100200,64238.96,ACC1932,2024-01-09 08:00:00,credit,INR,False,0.0,,0
TXN100201,8505.58,ACC5215,2024-01-09 09:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100202,16246.71,ACC2829,2024-01-09 10:00:00,credit,INR,False,0.0,,0
TXN100203,89865.56,ACC3486,2024-01-09 11:00:00,debit,INR,False,0.0,,0
TXN100204,60682.26,ACC1064,2024-01-09 12:00:00,debit,INR,False,0.0,,0
TXN100205,1018.79,ACC8704,2024-01-09 13:00:00,credit,INR,False,0.0,,0
TXN100206,10237.01,ACC6644,2024-01-09 14:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100207,66383.83,ACC3433,2024-01-09 15:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100208,605.65,ACC3853,2024-01-09 16:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100209,16164.72,ACC2659,2024-01-09 17:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100210,54918.51,ACC8836,2024-01-09 18:00:00,debit,INR,False,0.0,,0
TXN100211,69220.33,ACC8195,2024-01-09 19:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100212,65230.93,ACC7370,2024-01-09 20:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100213,22504.5,ACC5762,2024-01-09 21:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100214,71246.7,ACC4195,2024-01-09 22:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100215,23801.18,ACC3798,2024-01-09 23:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100216,32607.43,ACC8479,2024-01-10 00:00:00,credit,INR,False,0.0,,0
TXN100217,74674.49,ACC9784,2024-01-10 01:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100218,64998.33,ACC3646,2024-01-10 02:00:00,credit,INR,False,0.0,,0
TXN100219,84937.42,ACC4584,2024-01-10 03:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100220,65795.53,ACC9391,2024-01-10 04:00:00,credit,INR,False,0.0,,0
TXN100221,56874.03,ACC6341,2024-01-10 05:00:00,credit,INR,False,0.0,,0
TXN100222,9458.11,ACC1452,2024-01-10 06:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100223,36834.81,ACC8899,2024-01-10 07:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100224,26593.72,ACC3788,2024-01-10 08:00:00,debit,INR,False,0.0,,0
TXN100225,24474.57,ACC4075,2024-01-10 09:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100226,97303.75,ACC7083,2024-01-10 10:00:00,debit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100227,39370.46,ACC5014,2024-01-10 11:00:00,credit,INR,False,0.0,,0
TXN100228,89215.45,ACC8453,2024-01-10 12:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100229,63150.75,ACC7851,2024-01-10 13:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100230,79501.65,ACC3685,2024-01-10 14:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100231,50313.45,ACC4042,2024-01-10 15:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100232,57732.7,ACC2872,2024-01-10 16:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100233,49302.52,ACC2216,2024-01-10 17:00:00,debit,INR,False,0.0,,0
TXN100234,19604.77,ACC1885,2024-01-10 18:00:00,debit,INR,False,0.0,,0
TXN100235,72272.97,ACC9803,2024-01-10 19:00:00,credit,INR,False,0.0,,0
TXN100236,28149.16,ACC7322,2024-01-10 20:00:00,credit,INR,False,0.0,,0
TXN100237,2529.17,ACC4490,2024-01-10 21:00:00,debit,INR,False,0.0,,0
TXN100238,64582.68,ACC5968,2024-01-10 22:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100239,17793.36,ACC1014,2024-01-10 23:00:00,debit,INR,False,0.0,,0
TXN100240,94051.81,ACC8913,2024-01-11 00:00:00,credit,INR,False,0.6,"high_amount,",0
TXN100241,95397.46,ACC3978,2024-01-11 01:00:00,debit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100242,91494.95,ACC8511,2024-01-11 02:00:00,debit,INR,False,0.6,"high_amount,",0
TXN100243,37078.85,ACC9537,2024-01-11 03:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100244,1644.12,ACC4534,2024-01-11 04:00:00,credit,INR,False,0.0,,0
TXN100245,92839.02,ACC8222,2024-01-11 05:00:00,credit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100246,42875.6,ACC2757,2024-01-11 06:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100247,96668.82,ACC6196,2024-01-11 07:00:00,credit,INR,False,0.6,"high_amount,",0
TXN100248,96365.64,ACC4991,2024-01-11 08:00:00,credit,INR,False,0.6,"high_amount,",0
TXN100249,85315.64,ACC6278,2024-01-11 09:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100250,29515.44,ACC8340,2024-01-11 10:00:00,credit,INR,False,0.0,,0
TXN100251,38571.26,ACC5929,2024-01-11 11:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100252,85128.55,ACC3525,2024-01-11 12:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100253,31760.51,ACC5491,2024-01-11 13:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100254,17032.33,ACC2484,2024-01-11 14:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100255,55724.45,ACC4063,2024-01-11 15:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100256,93621.86,ACC7238,2024-01-11 16:00:00,credit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100257,69633.38,ACC7083,2024-01-11 17:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100258,57049.11,ACC9759,2024-01-11 18:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100259,9807.93,ACC8904,2024-01-11 19:00:00,debit,INR,False,0.0,,0
TXN100260,61539.22,ACC4606,2024-01-11 20:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100261,99006.38,ACC1452,2024-01-11 21:00:00,debit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100262,14094.39,ACC1104,2024-01-11 22:00:00,debit,INR,False,0.0,,0
TXN100263,51881.13,ACC2908,2024-01-11 23:00:00,credit,INR,False,0.0,,0
TXN100264,87749.57,ACC1755,2024-01-12 00:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100265,74102.78,ACC7110,2024-01-12 01:00:00,debit,INR,False,0.0,,0
TXN100266,69731.87,ACC6025,2024-01-12 02:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100267,70278.16,ACC6698,2024-01-12 03:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100268,36013.17,ACC2309,2024-01-12 04:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100269,29429.83,ACC9159,2024-01-12 05:00:00,credit,INR,False,0.0,,0
TXN100270,80955.18,ACC6265,2024-01-12 06:00:00,credit,INR,False,0.0,,0
TXN100271,81030.33,ACC4052,2024-01-12 07:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100272,86720.52,ACC5215,2024-01-12 08:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100273,91332.73,ACC4239,2024-01-12 09:00:00,debit,INR,False,1.0,"high_amount,high_velocity,",1
TXN100274,51183.11,ACC7081,2024-01-12 10:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100275,50201.48,ACC2617,2024-01-12 11:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100276,79849.69,ACC8244,2024-01-12 12:00:00,credit,INR,False,0.4,"high_velocity,",0
TXN100277,65031.4,ACC7533,2024-01-12 13:00:00,debit,INR,False,0.4,"high_velocity,",0
TXN100278,70226.49,ACC3853,2024-01-12 14:00:00,debit,INR,False,0.4,"high_velocity,",0
